"id","part_number","description","material","dimensions","category_raw","category_master","cost","currency","vendor_name","updated_at","source_file","source_system","price_per_unom","raw_json","vault_engineer_name","vault_vault_file_name","vault_revision_no","invoice_description_raw","sap_revision_no","sap_cad_file","po_vendor_name","sap_category","vault_checkout_status","po_description_raw","invoice_due_date","powerbi_abc_class","sap_drawing_no","powerbi_category","sap_engineer_name","invoice_vendor_name","invoice_unit_price","po_delivery_date","vault_material","sap_spec_material","sap_storage_location","invoice_qty_supplied","sap_currency","powerbi_criticality_index","category","sap_approval_status","vault_cad_type","vault_notes","sap_spec_weight","sap_created_date","sap_spec_grade","powerbi_description","powerbi_powerbi_flag","invoice_remarks","po_currency","po_po_no","sap_spec_tolerance","sap_active_flag","sap_sub_category","sap_price_per_uom","powerbi_avg_lead_time_days","sap_commodity_code","powerbi_risk_rating","vault_lifecycle_state","po_order_date","sap_vendor_code","sap_order_uom","sap_material_type","sap_plant","sap_spec_dimensions","powerbi_material","powerbi_sub_category","po_remarks","invoice_invoice_no","sap_valuation_type","sap_is_standard_part","sap_material_group","sap_spec_finish","invoice_invoice_date","vault_file_size_mb","sap_description_clean","po_qty_ordered","vault_category","vault_dimensions","sap_stock_qty","po_price_per_unit","sap_purchase_uom","vault_created_date","sap_material_code","vault_sub_category","invoice_currency","vault_last_modified","powerbi_utilization_score","powerbi_analysis_comment","sap_description_raw","sap_vendor_name","vault_drawing_no","powerbi_movement_frequency","user_dimensions","user_material","user_description","user_category","user_source_system","is_standard_part","revision_no","material_group","spec_dimensions","checkout_status","price_per_uom","utilization_score","spec_grade","movement_frequency","spec_tolerance","description_raw","risk_rating","all_sources","powerbi_flag","stock_qty","material_2","vendor_code","storage_location","sub_category","notes","description_clean","commodity_code","engineer_name","active_flag","drawing_no","lifecycle_state","cad_file","part_number_2","purchase_uom","analysis_comment","ocr_text","file_size_mb","criticality_index","avg_lead_time_days","order_uom","cad_type","plant","last_modified","valuation_type","abc_class","spec_finish","spec_weight","approval_status","spec_material","page","created_date","vault_file_name","sources","powerbi_material_2","sap_part_number_2","vault_material_2"
11,"P0011","Steel Valve 21x44 mm","HALB","21x44","Hydraulic","Hydraulic",NULL,"USD","Tech Supplies","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Suresh","P0011.ipt","B","NaN","B","part_0011.step","NaN","Hydraulic","Checked In","NaN","NaN","C","DRW0011","Hydraulic","Suresh","NaN","NaN","NaN","Steel","Steel","SL33","NaN","USD",NULL,"Hydraulic","Under Review","IPT","Update model","7.4","20-10-2023","SS304","Steel Valve 21x44 mm","High","NaN","NaN","NaN","±0.39 mm","YES","Valve","2337.27","1.0","65334960.0","B","In Work","NaN","V368","KG","HALB","3000.0","21x44 mm","Steel","Valve","NaN","NaN","Batch","NO","Hydraulic","Zinc Plated","NaN","14.27","Steel Valve 21x44 mm","NaN","Hydraulic","21x44 mm","765.0","NaN","EA","20-10-2023","M0011","Valve","NaN","09-12-2024","0.43","Check vendor lead time","Steel Valve 21x44 mm","Tech Supplies","DRW0011","68.0",NULL,NULL,NULL,NULL,NULL,"NO","B","Hydraulic","21x44 mm","Checked In","2337.27","0.43","SS304","68.0","±0.39 mm","Steel Valve 21x44 mm","B","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","765.0","Steel","V368","SL33","Valve","Update model","Steel Valve 21x44 mm","65334960.0","Suresh","YES","DRW0011","In Work","part_0011.step","M0011","EA","Check vendor lead time",NULL,"14.27",NULL,"1.0","KG","IPT","3000.0","09-12-2024","Batch","C","Zinc Plated","7.4","Under Review","Steel","NaN","20-10-2023","P0011.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Steel Valve 21x44 mm""}]","Steel","M0011","Steel"
12,"P0012","Copper Ball Bearing 24x186 mm","FERT","24x186","Bearing","Bearing",NULL,"INR","Prime Engineering","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Kumar","P0012.ipt","A","NaN","A","part_0012.step","NaN","Bearing","Checked Out","NaN","NaN","A","DRW0012","Bearing","Arun","NaN","NaN","NaN","Copper","Copper","SL45","NaN","INR","5.0","Bearing","Pending","IPT","Check interference","11.36","07-02-2022","SS304","Copper Ball Bearing 24x186 mm","Medium","NaN","NaN","NaN","±0.19 mm","YES","Ball Bearing","4044.82",NULL,"60439323.0","C","In Work","NaN","V410","EA","FERT","3000.0","24x186 mm","Copper","Ball Bearing","NaN","NaN","Standard","NO","Bearing",NULL,"NaN","22.0","Copper Ball Bearing 24x186 mm","NaN","Bearing","24x186 mm","1037.0","NaN","KG","07-02-2022","M0012","Ball Bearing","NaN","04-10-2021","0.16","Check vendor lead time","Copper Ball Bearing 24x186 mm","Prime Engineering","DRW0012",NULL,NULL,NULL,NULL,NULL,NULL,"NO","A","Bearing","24x186 mm","Checked Out","4044.82","0.16","SS304",NULL,"±0.19 mm","Copper Ball Bearing 24x186 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","1037.0","Copper","V410","SL45","Ball Bearing","Check interference","Copper Ball Bearing 24x186 mm","60439323.0","Kumar","YES","DRW0012","In Work","part_0012.step","M0012","KG","Check vendor lead time",NULL,"22.0","5.0",NULL,"EA","IPT","3000.0","04-10-2021","Standard","A",NULL,"11.36","Pending","Copper","NaN","07-02-2022","P0012.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper Ball Bearing 24x186 mm""}]","Copper","M0012","Copper"
13,"P0013","Copper DC Motor 39x172 mm","ROH","39x172","Motor","Motor",NULL,"USD","Tech Supplies","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Priya","P0013.ipt","D","NaN","D","part_0013.step","NaN","Motor","Checked In","NaN","NaN","C","DRW0013","Motor","John","NaN","NaN","NaN","Copper","Copper","SL3","NaN","USD","2.0","Motor","Pending","IPT","Check interference","13.33","15-09-2021","A2","Copper DC Motor 39x172 mm","High","NaN","NaN","NaN","±0.45 mm","YES","DC Motor","4378.55","3.0","34586081.0","B","Obsolete","NaN","V137","BOX","ROH","2000.0","39x172 mm","Copper","DC Motor","NaN","NaN","Batch","NO","Motor","Polished","NaN","19.75","Copper DC Motor 39x172 mm","NaN","Motor","39x172 mm","1575.0","NaN","MTR","15-09-2021","M0013","DC Motor","NaN","02-01-2024",NULL,"High stock movement","Copper DC Motor 39x172 mm","Tech Supplies","DRW0013","54.0",NULL,NULL,NULL,NULL,NULL,"NO","D","Motor","39x172 mm","Checked In","4378.55",NULL,"A2","54.0","±0.45 mm","Copper DC Motor 39x172 mm","B","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","1575.0","Copper","V137","SL3","DC Motor","Check interference","Copper DC Motor 39x172 mm","34586081.0","Priya","YES","DRW0013","Obsolete","part_0013.step","M0013","MTR","High stock movement",NULL,"19.75","2.0","3.0","BOX","IPT","2000.0","02-01-2024","Batch","C","Polished","13.33","Pending","Copper","NaN","15-09-2021","P0013.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper DC Motor 39x172 mm""}]","Copper","M0013","Copper"
14,"P0014","Brass Nut 21x25 mm","HALB","21x25","Fastener","Fastener",NULL,"EUR","ElectroWorks","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Priya","P0014.ipt","A","NaN","A","part_0014.step","NaN","Fastener","Checked In","NaN","NaN","A","DRW0014","Fastener","Kumar","NaN","NaN","NaN","Brass","Brass","SL9","NaN","EUR",NULL,"Fastener","Pending","IPT",NULL,"9.0","07-10-2023","SS316","Brass Nut 21x25 mm","Low","NaN","NaN","NaN","±0.49 mm","NO","Nut","1387.44","58.0","68991864.0","A","Released","NaN","V521","KG","HALB","3000.0","21x25 mm","Brass","Nut","NaN","NaN","Batch","YES","Fastener","Anodized","NaN","17.98","Brass Nut 21x25 mm","NaN","Fastener","21x25 mm","160.0","NaN","MTR","07-10-2023","M0014","Nut","NaN","04-10-2023",NULL,"Part used frequently","Brass Nut 21x25 mm","ElectroWorks","DRW0014","76.0",NULL,NULL,NULL,NULL,NULL,"YES","A","Fastener","21x25 mm","Checked In","1387.44",NULL,"SS316","76.0","±0.49 mm","Brass Nut 21x25 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","160.0","Brass","V521","SL9","Nut",NULL,"Brass Nut 21x25 mm","68991864.0","Priya","NO","DRW0014","Released","part_0014.step","M0014","MTR","Part used frequently",NULL,"17.98",NULL,"58.0","KG","IPT","3000.0","04-10-2023","Batch","A","Anodized","9.0","Pending","Brass","NaN","07-10-2023","P0014.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Brass Nut 21x25 mm""}]","Brass","M0014","Brass"
15,"P0015","Brass Temperature Sensor 5x109 mm","ROH","5x109","Sensor","Sensor",NULL,"INR","Global Metals","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0015.ipt","B","NaN","B","part_0015.step","NaN","Sensor","Checked In","NaN","NaN","B","DRW0015","Sensor","Priya","NaN","NaN","NaN","Brass","Brass","SL37","NaN","INR","2.0","Sensor","Pending","IPT","Check interference","7.21","23-08-2024","A4","Brass Temperature Sensor 5x109 mm","Medium","NaN","NaN","NaN","±0.36 mm","YES","Temperature Sensor","2187.33","49.0","26677910.0","A","Obsolete","NaN","V207","EA","ROH","3000.0","5x109 mm","Brass","Temperature Sensor","NaN","NaN","Batch","YES","Sensor","Zinc Plated","NaN","13.14","Brass Temperature Sensor 5x109 mm","NaN","Sensor","5x109 mm","810.0","NaN","MTR","23-08-2024","M0015","Temperature Sensor","NaN","08-04-2023","0.09","High stock movement","Brass Temperature Sensor 5x109 mm","Global Metals","DRW0015","14.0",NULL,NULL,NULL,NULL,NULL,"YES","B","Sensor","5x109 mm","Checked In","2187.33","0.09","A4","14.0","±0.36 mm","Brass Temperature Sensor 5x109 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","810.0","Brass","V207","SL37","Temperature Sensor","Check interference","Brass Temperature Sensor 5x109 mm","26677910.0","John","YES","DRW0015","Obsolete","part_0015.step","M0015","MTR","High stock movement",NULL,"13.14","2.0","49.0","EA","IPT","3000.0","08-04-2023","Batch","B","Zinc Plated","7.21","Pending","Brass","NaN","23-08-2024","P0015.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Brass Temperature Sensor 5x109 mm""}]","Brass","M0015","Brass"
16,"P0016","Brass U Bracket 12x40 mm","HALB","12x40","Bracket","Bracket",NULL,"EUR","Prime Engineering","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Suresh","P0016.ipt","C","NaN","C","part_0016.step","NaN","Bracket","Checked Out","NaN","NaN","A","DRW0016","Bracket","Kumar","NaN","NaN","NaN","Brass","Brass","SL14","NaN","EUR",NULL,"Bracket","Approved","IAM",NULL,"9.14","25-01-2022","A2","Brass U Bracket 12x40 mm","Medium","NaN","NaN","NaN","±0.25 mm","YES","U Bracket","2629.56",NULL,"19847109.0","C","Under Review","NaN","V243","BOX","HALB","2000.0","12x40 mm","Brass","U Bracket","NaN","NaN","Standard","NO","Bracket",NULL,"NaN","22.76","Brass U Bracket 12x40 mm","NaN","Bracket","12x40 mm","1308.0","NaN","MTR","25-01-2022","M0016","U Bracket","NaN","20-01-2022",NULL,NULL,"Brass U Bracket 12x40 mm","Prime Engineering","DRW0016",NULL,NULL,NULL,NULL,NULL,NULL,"NO","C","Bracket","12x40 mm","Checked Out","2629.56",NULL,"A2",NULL,"±0.25 mm","Brass U Bracket 12x40 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","1308.0","Brass","V243","SL14","U Bracket",NULL,"Brass U Bracket 12x40 mm","19847109.0","Suresh","YES","DRW0016","Under Review","part_0016.step","M0016","MTR",NULL,NULL,"22.76",NULL,NULL,"BOX","IAM","2000.0","20-01-2022","Standard","A",NULL,"9.14","Approved","Brass","NaN","25-01-2022","P0016.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Brass U Bracket 12x40 mm""}]","Brass","M0016","Brass"
17,"P0017","Steel Nut 15x200 mm","FERT","15x200","Fastener","Fastener",NULL,"EUR","MechSolutions","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0017.ipt","A","NaN","A","part_0017.step","NaN","Fastener","Checked In","NaN","NaN","B","DRW0017","Fastener","Arun","NaN","NaN","NaN","Steel","Steel","SL6","NaN","EUR","2.0","Fastener","Pending","STEP","Check interference","6.14","16-04-2021","A2","Steel Nut 15x200 mm","Low","NaN","NaN","NaN","±0.63 mm","YES","Nut","4140.3","39.0","43167078.0","B","In Work","NaN","V512","BOX","FERT","3000.0","15x200 mm","Steel","Nut","NaN","NaN","Batch","NO","Fastener",NULL,"NaN","3.11","Steel Nut 15x200 mm","NaN","Fastener","15x200 mm","1895.0","NaN","MTR","16-04-2021","M0017","Nut","NaN","07-03-2024","0.4","Part used frequently","Steel Nut 15x200 mm","MechSolutions","DRW0017",NULL,NULL,NULL,NULL,NULL,NULL,"NO","A","Fastener","15x200 mm","Checked In","4140.3","0.4","A2",NULL,"±0.63 mm","Steel Nut 15x200 mm","B","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","1895.0","Steel","V512","SL6","Nut","Check interference","Steel Nut 15x200 mm","43167078.0","John","YES","DRW0017","In Work","part_0017.step","M0017","MTR","Part used frequently",NULL,"3.11","2.0","39.0","BOX","STEP","3000.0","07-03-2024","Batch","B",NULL,"6.14","Pending","Steel","NaN","16-04-2021","P0017.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Steel Nut 15x200 mm""}]","Steel","M0017","Steel"
18,"P0018","SS316 U Bracket 42x199 mm","ROH","42x199","Bracket","Bracket",NULL,"EUR","ABC Industries","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Priya","P0018.ipt","A","NaN","A","part_0018.step","NaN","Bracket","Checked Out","NaN","NaN","A","DRW0018","Bracket","Arun","NaN","NaN","NaN","SS316","SS316","SL24","NaN","EUR",NULL,"Bracket","Approved","STEP","Verify with drawing","8.63","22-10-2020","SS304","SS316 U Bracket 42x199 mm","Medium","NaN","NaN","NaN","±0.28 mm","NO","U Bracket","782.92","42.0","83296537.0","A","In Work","NaN","V561","BOX","ROH","2000.0","42x199 mm","SS316","U Bracket","NaN","NaN","Standard","NO","Bracket","Polished","NaN","23.35","SS316 U Bracket 42x199 mm","NaN","Bracket","42x199 mm","474.0","NaN","EA","22-10-2020","M0018","U Bracket","NaN","12-06-2024","0.83",NULL,"SS316 U Bracket 42x199 mm","ABC Industries","DRW0018","48.0",NULL,NULL,NULL,NULL,NULL,"NO","A","Bracket","42x199 mm","Checked Out","782.92","0.83","SS304","48.0","±0.28 mm","SS316 U Bracket 42x199 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","474.0","SS316","V561","SL24","U Bracket","Verify with drawing","SS316 U Bracket 42x199 mm","83296537.0","Priya","NO","DRW0018","In Work","part_0018.step","M0018","EA",NULL,NULL,"23.35",NULL,"42.0","BOX","STEP","2000.0","12-06-2024","Standard","A","Polished","8.63","Approved","SS316","NaN","22-10-2020","P0018.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS316 U Bracket 42x199 mm""}]","SS316","M0018","SS316"
19,"P0019","Aluminum Valve 47x42 mm","FERT","47x42","Hydraulic","Hydraulic",NULL,"USD","ElectroWorks","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Priya","P0019.ipt","B","NaN","B","part_0019.step","NaN","Hydraulic","Checked In","NaN","NaN","A","DRW0019","Hydraulic","Suresh","NaN","NaN","NaN","Aluminum","Aluminum","SL6","NaN","USD","5.0","Hydraulic","Under Review","IPT","Check interference","3.65","07-07-2023","A2","Aluminum Valve 47x42 mm","High","NaN","NaN","NaN","±0.33 mm","NO","Valve","783.19",NULL,"44248190.0","C","Obsolete","NaN","V885","KG","FERT","2000.0","47x42 mm","Aluminum","Valve","NaN","NaN","Standard","NO","Hydraulic","Polished","NaN","7.08","Aluminum Valve 47x42 mm","NaN","Hydraulic","47x42 mm","1666.0","NaN","MTR","07-07-2023","M0019","Valve","NaN","12-05-2024",NULL,"High stock movement","Aluminum Valve 47x42 mm","ElectroWorks","DRW0019",NULL,NULL,NULL,NULL,NULL,NULL,"NO","B","Hydraulic","47x42 mm","Checked In","783.19",NULL,"A2",NULL,"±0.33 mm","Aluminum Valve 47x42 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","1666.0","Aluminum","V885","SL6","Valve","Check interference","Aluminum Valve 47x42 mm","44248190.0","Priya","NO","DRW0019","Obsolete","part_0019.step","M0019","MTR","High stock movement",NULL,"7.08","5.0",NULL,"KG","IPT","2000.0","12-05-2024","Standard","A","Polished","3.65","Under Review","Aluminum","NaN","07-07-2023","P0019.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Aluminum Valve 47x42 mm""}]","Aluminum","M0019","Aluminum"
20,"P0020","Steel Connector 24x81 mm","HALB","24x81","Electrical","Electrical",NULL,"INR","MechSolutions","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Kumar","P0020.ipt","B","NaN","B","part_0020.step","NaN","Electrical","Checked In","NaN","NaN","C","DRW0020","Electrical","Priya","NaN","NaN","NaN","Steel","Steel","SL23","NaN","INR",NULL,"Electrical","Approved","IPT","Update model","10.9","25-05-2020","SS304","Steel Connector 24x81 mm","Medium","NaN","NaN","NaN","±0.56 mm","NO","Connector","1884.55","27.0","33116006.0","B","Obsolete","NaN","V364","BOX","HALB","2000.0","24x81 mm","Steel","Connector","NaN","NaN","Batch","NO","Electrical",NULL,"NaN","7.64","Steel Connector 24x81 mm","NaN","Electrical","24x81 mm","386.0","NaN","MTR","25-05-2020","M0020","Connector","NaN","23-11-2024","0.59","Consider alternate sourcing","Steel Connector 24x81 mm","MechSolutions","DRW0020","83.0",NULL,NULL,NULL,NULL,NULL,"NO","B","Electrical","24x81 mm","Checked In","1884.55","0.59","SS304","83.0","±0.56 mm","Steel Connector 24x81 mm","B","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","386.0","Steel","V364","SL23","Connector","Update model","Steel Connector 24x81 mm","33116006.0","Kumar","NO","DRW0020","Obsolete","part_0020.step","M0020","MTR","Consider alternate sourcing",NULL,"7.64",NULL,"27.0","BOX","IPT","2000.0","23-11-2024","Batch","C",NULL,"10.9","Approved","Steel","NaN","25-05-2020","P0020.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Steel Connector 24x81 mm""}]","Steel","M0020","Steel"
21,"P0021","Copper U Bracket 12x30 mm","HALB","12x30","Bracket","Bracket",NULL,"USD","Tech Supplies","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Meena","P0021.ipt","C","NaN","C","part_0021.step","NaN","Bracket","Checked Out","NaN","NaN","A","DRW0021","Bracket","Suresh","NaN","NaN","NaN","Copper","Copper","SL34","NaN","USD",NULL,"Bracket","Pending","IPT","Check interference","6.99","07-01-2022","A2","Copper U Bracket 12x30 mm","Medium","NaN","NaN","NaN","±0.51 mm","NO","U Bracket","2174.01",NULL,"55466060.0","B","Obsolete","NaN","V232","BOX","HALB","3000.0","12x30 mm","Copper","U Bracket","NaN","NaN","Standard","YES","Bracket","Polished","NaN","11.05","Copper U Bracket 12x30 mm","NaN","Bracket","12x30 mm","1964.0","NaN","KG","07-01-2022","M0021","U Bracket","NaN","25-01-2022","0.22","Check vendor lead time","Copper U Bracket 12x30 mm","Tech Supplies","DRW0021",NULL,NULL,NULL,NULL,NULL,NULL,"YES","C","Bracket","12x30 mm","Checked Out","2174.01","0.22","A2",NULL,"±0.51 mm","Copper U Bracket 12x30 mm","B","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","1964.0","Copper","V232","SL34","U Bracket","Check interference","Copper U Bracket 12x30 mm","55466060.0","Meena","NO","DRW0021","Obsolete","part_0021.step","M0021","KG","Check vendor lead time",NULL,"11.05",NULL,NULL,"BOX","IPT","3000.0","25-01-2022","Standard","A","Polished","6.99","Pending","Copper","NaN","07-01-2022","P0021.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper U Bracket 12x30 mm""}]","Copper","M0021","Copper"
22,"P0022","Aluminum Stepper Motor 47x161 mm","ROH","47x161","Motor","Motor",NULL,"USD","Global Metals","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Priya","P0022.ipt","B","NaN","B","part_0022.step","NaN","Motor","Checked Out","NaN","NaN","B","DRW0022","Motor","Meena","NaN","NaN","NaN","Aluminum","Aluminum","SL27","NaN","USD",NULL,"Motor","Pending","STEP","Verify with drawing","9.45","04-05-2021","A4","Aluminum Stepper Motor 47x161 mm","Medium","NaN","NaN","NaN","±0.46 mm","YES","Stepper Motor","2089.9","88.0","93187194.0","C","In Work","NaN","V953","EA","ROH","3000.0","47x161 mm","Aluminum","Stepper Motor","NaN","NaN","Standard","YES","Motor","Zinc Plated","NaN","2.88","Aluminum Stepper Motor 47x161 mm","NaN","Motor","47x161 mm","1448.0","NaN","MTR","04-05-2021","M0022","Stepper Motor","NaN","27-08-2024",NULL,"Consider alternate sourcing","Aluminum Stepper Motor 47x161 mm","Global Metals","DRW0022",NULL,NULL,NULL,NULL,NULL,NULL,"YES","B","Motor","47x161 mm","Checked Out","2089.9",NULL,"A4",NULL,"±0.46 mm","Aluminum Stepper Motor 47x161 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","1448.0","Aluminum","V953","SL27","Stepper Motor","Verify with drawing","Aluminum Stepper Motor 47x161 mm","93187194.0","Priya","YES","DRW0022","In Work","part_0022.step","M0022","MTR","Consider alternate sourcing",NULL,"2.88",NULL,"88.0","EA","STEP","3000.0","27-08-2024","Standard","B","Zinc Plated","9.45","Pending","Aluminum","NaN","04-05-2021","P0022.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Aluminum Stepper Motor 47x161 mm""}]","Aluminum","M0022","Aluminum"
